Relative Pressure	Indoor Temperature	Indoor Humidity	Outdoor Temperature	Outdoor Humidity	Dewpoint	Windchill	Wind Speed	Wind Direction	Rain Total	Time	Date
[hPa]	[°C]	[%]	[°C]	[%]	[°C]	[°C]	[km/h]		[mm]
1020,7	15,6	56	20,2	51	9,7	20,2	5,7	E	6,7	12:27	13.04.2010
1020,1	16,4	57	22,1	42	8,6	21,5	7,2	SE	6,7	15:27	13.04.2010
1018,9	17,3	57	22,6	41	8,7	22,6	2,5	ENE	6,7	18:27	13.04.2010
1019,4	17,6	56	16,4	57	7,8	16,4	0,0	NNE	6,7	21:27	13.04.2010
1019,1	17,3	56	14,4	68	8,5	14,4	0,0	NNW	6,7	00:27	14.04.2010
1018,7	17,0	56	13,6	72	8,6	13,6	0,0	NNW	6,7	03:27	14.04.2010
1018,2	16,7	57	13,9	72	8,9	13,9	0,0	NNW	6,7	06:27	14.04.2010
1018,5	16,5	57	14,4	72	9,4	14,4	0,0	SW	6,7	09:27	14.04.2010
1018,6	16,5	58	18,8	55	9,5	18,8	0,0	NNW	6,7	12:27	14.04.2010
1018,0	17,1	58	21,5	42	8,0	20,8	7,5	SSE	6,7	15:27	14.04.2010
1017,1	17,8	57	21,1	44	8,3	21,1	5,7	SE	6,7	18:27	14.04.2010
1017,9	18,1	57	17,1	55	8,0	17,1	0,0	NNW	6,7	21:27	14.04.2010
1018,7	18,3	56	13,9	65	7,4	13,9	0,0	NNW	6,7	00:27	15.04.2010
1018,1	18,0	56	12,9	70	7,5	12,9	0,0	NNW	6,7	03:27	15.04.2010
1017,3	17,3	56	12,5	75	8,2	12,5	0,0	N	6,7	06:27	15.04.2010
1017,9	16,9	57	14,1	81	10,9	14,1	0,0	NNE	6,7	09:27	15.04.2010
1018,3	16,8	58	20,3	65	13,5	20,3	4,3	ESE	6,7	12:27	15.04.2010
1017,2	18,4	60	23,3	48	11,7	21,9	11,1	W	6,7	15:27	15.04.2010
1016,2	19,6	58	22,1	51	11,5	22,1	3,2	E	6,7	18:27	15.04.2010
1016,2	19,4	60	18,2	67	11,9	18,2	0,0	NNW	6,7	21:27	15.04.2010
1017,1	19,7	60	15,6	72	10,5	15,6	0,0	NNE	6,7	00:27	16.04.2010
1016,5	19,8	59	14,8	78	11,0	14,8	0,0	NNE	6,7	03:27	16.04.2010
1015,8	19,1	61	14,7	78	10,9	14,7	0,0	N	6,7	06:27	16.04.2010
1016,6	18,8	61	16,3	77	12,2	16,3	0,0	NNE	6,7	09:27	16.04.2010
1016,6	18,6	62	23,5	51	12,8	23,5	0,0	SSE	6,7	12:27	16.04.2010
1015,9	21,1	55	24,4	43	11,0	23,5	9,3	SE	6,7	15:26	16.04.2010
1014,2	21,7	54	23,3	45	10,7	22,5	8,2	ESE	6,7	18:26	16.04.2010
1014,1	21,7	53	19,8	53	9,9	19,8	2,5	SSE	6,7	21:26	16.04.2010
1013,5	21,4	55	18,4	64	11,4	18,4	3,6	NNW	6,7	00:26	17.04.2010
1013,5	21,2	57	18,8	61	11,1	18,8	0,0	SE	6,7	03:26	17.04.2010
1013,3	21,0	58	15,8	66	9,4	15,8	0,0	NNE	6,7	06:26	17.04.2010
1013,6	20,8	58	17,3	71	12,0	17,3	0,0	N	6,7	09:26	17.04.2010
1014,2	21,1	58	24,9	47	12,8	24,9	3,2	ENE	6,7	12:26	17.04.2010
1014,6	22,3	60	25,4	51	14,5	25,4	4,6	ENE	6,7	15:26	17.04.2010
1014,1	22,6	59	24,8	51	14,0	24,8	5,0	NNE	6,7	18:26	17.04.2010
1015,1	22,5	58	19,6	61	11,8	19,6	3,6	NNE	6,7	21:26	17.04.2010
1017,2	22,3	59	18,1	66	11,6	18,1	5,0	NNE	6,7	00:26	18.04.2010
1017,5	22,0	58	17,6	68	11,6	17,6	3,2	WNW	6,7	03:26	18.04.2010
1018,4	21,7	58	16,4	74	11,7	15,1	8,2	NNE	6,7	06:26	18.04.2010
1019,3	21,4	58	16,8	73	11,9	16,8	3,9	NE	6,7	09:26	18.04.2010
1020,6	21,2	58	21,2	61	13,4	19,6	10,4	W	6,7	12:26	18.04.2010
1020,8	21,4	59	22,4	58	13,7	21,5	8,2	WNW	6,7	15:26	18.04.2010
1019,4	21,6	58	20,2	58	11,6	19,4	7,5	N	6,7	18:26	18.04.2010
1019,5	21,4	58	16,8	69	11,1	16,8	5,4	NNE	6,7	21:26	18.04.2010
1019,8	21,1	58	15,9	71	10,6	15,9	6,4	E	6,7	00:26	19.04.2010
1018,4	21,0	58	15,8	71	10,5	15,8	0,0	N	6,7	03:26	19.04.2010
1017,7	20,8	59	15,5	75	11,1	15,5	0,0	N	6,7	06:26	19.04.2010
1017,1	20,7	60	16,1	80	12,6	16,1	0,0	ENE	7,2	09:26	19.04.2010
1016,7	20,5	61	19,6	71	14,2	19,6	5,0	SSE	7,2	12:26	19.04.2010
1015,8	20,6	62	21,3	67	14,9	21,3	2,8	SW	7,2	15:26	19.04.2010
1013,5	21,1	62	18,4	80	14,9	18,4	3,2	SE	7,7	18:26	19.04.2010
1012,2	21,1	61	18,6	77	14,5	18,6	4,3	SSE	7,7	21:26	19.04.2010
1012,1	20,9	61	17,9	82	14,8	17,9	3,6	S	7,7	00:26	20.04.2010
1011,2	20,7	62	16,7	83	13,8	16,7	0,0	N	7,7	03:26	20.04.2010
1010,8	20,4	61	15,6	86	13,2	15,6	0,0	NNW	8,2	06:26	20.04.2010
1011,5	20,1	61	17,5	74	12,8	17,5	0,0	NNW	8,2	09:26	20.04.2010
1012,3	20,0	61	21,6	54	11,9	21,6	3,6	SW	8,2	12:26	20.04.2010
1010,9	20,5	62	24,9	37	9,2	24,9	6,1	NW	8,2	15:26	20.04.2010
1009,9	21,2	61	23,9	34	7,1	23,9	1,4	SSE	8,2	18:26	20.04.2010
1010,1	21,4	59	19,4	40	5,4	19,4	3,9	SE	8,2	21:26	20.04.2010
1011,5	21,2	58	16,5	56	7,7	16,5	5,4	ESE	8,2	00:26	21.04.2010
1010,6	20,8	58	15,4	65	8,8	15,4	2,1	NE	8,2	03:26	21.04.2010
1010,5	20,4	58	14,9	68	9,0	14,9	0,0	W	8,2	06:26	21.04.2010
1011,8	20,1	58	15,8	63	8,7	15,8	0,0	NNW	8,2	09:26	21.04.2010
1013,3	19,8	58	18,8	48	7,5	18,8	2,8	NE	8,2	12:26	21.04.2010
1013,9	19,9	58	20,2	49	9,1	20,2	1,0	NNE	8,2	15:26	21.04.2010
1014,6	20,1	58	21,2	50	10,3	20,7	6,8	N	8,2	18:26	21.04.2010
1016,2	20,2	57	16,8	59	8,7	16,8	0,0	NNW	8,2	21:26	21.04.2010
1017,6	19,9	57	13,6	65	7,1	13,6	0,0	NNW	8,2	00:26	22.04.2010
1018,0	19,4	57	11,8	69	6,3	11,8	0,0	NNE	8,2	03:26	22.04.2010
1017,9	19,0	57	11,5	75	7,2	11,5	0,0	NNE	8,2	06:26	22.04.2010
1018,6	18,6	58	14,4	82	11,3	14,4	0,0	NW	8,2	09:26	22.04.2010
1019,1	18,6	56	21,6	49	10,4	21,6	3,6	E	8,2	12:26	22.04.2010
1018,9	20,3	54	24,3	42	10,5	24,3	6,1	SSE	8,2	15:26	22.04.2010
1018,1	21,0	52	23,0	44	10,1	23,0	3,9	SSW	8,2	18:26	22.04.2010
1018,8	21,1	53	19,2	53	9,4	19,2	0,0	NW	8,2	21:26	22.04.2010
1020,2	20,9	56	15,1	67	9,0	15,1	0,0	N	8,2	00:26	23.04.2010
1019,9	20,5	56	13,5	73	8,7	13,5	0,0	NNW	8,2	03:26	23.04.2010
1020,0	20,1	57	12,1	75	7,8	12,1	2,1	NNE	8,2	06:26	23.04.2010
1021,1	19,8	59	16,4	80	12,9	16,4	5,0	ESE	8,2	09:26	23.04.2010
1022,1	19,6	56	21,9	45	9,4	21,9	5,7	S	8,2	12:26	23.04.2010
1021,4	20,7	48	23,1	34	6,4	23,1	3,9	ENE	8,2	15:26	23.04.2010
1020,6	21,2	50	22,4	45	9,9	22,4	5,0	SSE	8,2	18:26	23.04.2010
1021,0	21,3	53	17,9	65	11,2	17,9	0,0	WSW	8,2	21:26	23.04.2010
1022,0	21,2	56	15,3	69	9,6	15,3	0,0	NNE	8,2	00:26	24.04.2010
1021,2	21,0	57	15,1	71	9,9	15,1	0,0	NNW	8,2	03:26	24.04.2010
1020,4	20,7	57	13,5	70	8,1	13,5	0,0	N	8,2	06:26	24.04.2010
1021,4	20,4	56	16,8	68	10,8	16,8	0,0	E	8,2	09:26	24.04.2010
1021,5	20,0	51	22,2	38	7,2	22,2	0,0	ESE	8,2	12:26	24.04.2010
1021,2	20,1	48	20,1	42	6,8	20,1	2,5	SSE	8,2	15:26	24.04.2010
1020,2	19,7	51	19,2	49	8,2	19,2	0,0	NW	8,2	18:26	24.04.2010
1020,4	19,5	52	17,8	52	7,8	17,8	0,0	E	8,2	21:26	24.04.2010
1021,0	19,5	55	14,7	55	5,7	14,7	0,0	NNW	8,2	00:26	25.04.2010
1019,9	19,4	56	12,4	59	4,6	12,4	1,8	NNW	8,2	03:26	25.04.2010
1018,7	19,1	57	13,0	62	5,9	13,0	2,8	NW	8,2	06:26	25.04.2010
1019,6	18,9	58	16,8	68	10,8	16,8	1,4	NNE	8,2	09:26	25.04.2010
1019,9	19,0	57	22,5	50	11,5	22,5	3,6	NNE	8,2	12:26	25.04.2010
1019,2	19,5	57	26,1	40	11,4	26,1	1,4	N	8,2	15:26	25.04.2010
1018,2	20,0	56	22,3	47	10,4	22,3	0,0	N	8,2	18:26	25.04.2010
1017,5	20,2	55	18,8	56	9,8	18,8	6,1	E	8,2	21:26	25.04.2010
1018,4	20,1	57	17,4	62	10,0	17,4	2,8	NNE	8,2	00:26	26.04.2010
1017,1	20,1	58	16,7	66	10,3	15,5	7,9	N	8,2	03:26	26.04.2010
1016,5	19,9	59	15,6	73	10,7	14,9	6,8	NW	8,2	06:26	26.04.2010
1017,5	19,6	59	16,6	68	10,6	16,6	3,6	WNW	8,2	09:26	26.04.2010
1018,4	19,4	58	19,8	55	10,5	19,0	7,5	N	8,2	12:26	26.04.2010
1018,3	19,3	57	19,4	52	9,3	17,8	9,7	ENE	8,2	15:26	26.04.2010
1018,2	19,2	57	18,3	56	9,3	14,4	18,3	ESE	8,2	18:26	26.04.2010
1018,3	19,1	57	16,4	58	8,1	13,6	12,2	NW	8,2	21:26	26.04.2010
1019,5	18,8	56	16,6	56	7,8	12,8	16,2	NNW	8,2	00:26	27.04.2010
1019,3	18,6	56	15,6	62	8,3	14,0	8,6	WNW	8,2	03:26	27.04.2010
1018,1	18,4	56	14,3	69	8,7	12,1	9,7	ENE	8,2	06:26	27.04.2010
1019,1	18,1	57	14,6	68	8,7	8,6	24,1	NNE	8,2	09:26	27.04.2010
1020,3	17,9	56	17,2	60	9,3	14,0	14,4	ENE	8,2	12:26	27.04.2010
1020,5	18,0	56	19,8	48	8,4	17,8	11,5	NNE	8,2	15:26	27.04.2010
1020,8	18,3	56	18,9	50	8,2	18,9	6,1	ENE	8,2	18:26	27.04.2010
1020,5	18,2	55	14,9	55	5,9	10,1	18,3	NNE	8,2	21:26	27.04.2010
1021,0	17,8	55	14,6	60	6,9	14,6	5,4	ESE	8,2	00:26	28.04.2010
1021,3	17,6	55	13,9	64	7,2	10,6	12,6	WNW	8,2	03:26	28.04.2010
1021,8	17,2	55	12,8	61	5,4	12,8	4,6	S	8,2	06:26	28.04.2010
1022,4	16,9	54	13,9	58	5,7	9,7	15,4	NW	8,2	09:26	28.04.2010
1021,6	16,9	53	18,6	39	4,3	17,6	7,9	N	8,2	12:26	28.04.2010
1021,9	17,2	52	21,2	33	4,3	21,2	5,0	SW	8,2	15:26	28.04.2010
1020,6	17,7	51	20,3	27	0,7	20,3	4,6	NNE	8,2	18:26	28.04.2010
1020,3	17,8	51	15,2	37	0,6	15,2	3,2	SSW	8,2	21:26	28.04.2010
1021,0	17,5	51	13,9	41	0,8	13,9	3,6	NNW	8,2	00:26	29.04.2010
1020,3	17,2	51	14,0	50	3,7	13,0	7,2	NNE	8,2	03:26	29.04.2010
1019,1	16,9	51	13,4	56	4,8	12,2	7,5	NE	8,2	06:26	29.04.2010
1019,3	16,6	50	14,9	45	3,0	14,9	5,7	N	8,2	09:26	29.04.2010
1019,7	16,6	48	19,3	30	1,3	16,6	14,0	WNW	8,2	12:26	29.04.2010
1019,8	17,0	47	20,6	32	3,3	20,6	6,4	ENE	8,2	15:26	29.04.2010
1018,8	17,4	46	20,6	27	0,9	19,7	7,9	NNW	8,2	18:26	29.04.2010
1019,0	17,5	47	15,5	36	0,5	14,1	8,2	S	8,2	21:26	29.04.2010
1019,3	17,2	47	14,9	43	2,4	12,8	9,7	NNE	8,2	00:26	30.04.2010
1017,7	17,0	47	14,5	47	3,3	11,3	12,6	NNW	8,2	03:26	30.04.2010
1017,7	16,8	47	14,4	45	2,6	12,0	10,4	NE	8,2	06:26	30.04.2010
1018,4	16,6	47	16,1	43	3,5	16,1	3,9	NE	8,2	09:26	30.04.2010
1018,8	16,8	47	21,1	29	2,3	19,7	9,7	NNE	8,2	12:26	30.04.2010
1018,0	17,4	47	22,9	33	5,8	22,9	5,7	NE	8,2	15:26	30.04.2010
1017,1	18,1	48	23,3	29	4,2	21,9	10,8	N	8,2	18:26	30.04.2010
1017,5	18,3	47	17,7	37	2,8	17,7	0,0	NE	8,2	21:26	30.04.2010
1018,3	18,1	48	16,5	39	2,5	16,5	0,0	N	8,2	00:26	01.05.2010
1017,7	17,9	47	16,7	38	2,3	16,7	3,9	NNW	8,2	03:26	01.05.2010
1017,4	17,7	48	15,8	42	2,9	14,1	9,0	SW	8,2	06:26	01.05.2010
1017,9	17,5	49	17,8	43	5,0	17,8	0,0	E	8,2	09:26	01.05.2010
1018,3	18,7	47	23,6	36	7,6	23,6	3,9	E	8,2	12:26	01.05.2010
1017,7	22,3	44	25,6	33	8,1	25,6	0,0	ESE	8,2	15:26	01.05.2010
1016,8	21,2	45	25,5	31	7,1	25,5	6,4	WNW	8,2	18:26	01.05.2010
1017,4	21,1	46	20,1	39	5,7	20,1	0,0	E	8,2	21:26	01.05.2010
1018,9	20,7	49	16,1	59	8,1	16,1	0,0	NNW	8,2	00:26	02.05.2010
1018,1	20,4	50	13,8	65	7,3	13,8	0,0	N	8,2	03:26	02.05.2010
1017,8	20,0	51	12,8	65	6,4	12,8	0,0	NNE	8,2	06:26	02.05.2010
1018,5	19,7	52	16,8	60	9,0	16,8	0,0	SE	8,2	09:26	02.05.2010
1019,2	20,2	50	23,4	43	10,1	23,4	3,2	E	8,2	12:26	02.05.2010
1018,3	21,3	47	25,1	36	9,0	25,1	5,0	SE	8,2	15:26	02.05.2010
1016,4	22,5	41	26,9	25	5,2	26,9	4,3	E	8,2	18:26	02.05.2010
1016,7	22,3	43	19,9	44	7,3	19,9	0,0	WSW	8,2	21:26	02.05.2010
1017,4	21,8	47	15,9	53	6,3	15,9	0,0	N	8,2	00:26	03.05.2010
1016,6	21,4	48	14,2	53	4,7	14,2	0,0	NNE	8,2	03:26	03.05.2010
1016,3	21,0	49	13,6	61	6,2	13,6	1,4	NNE	8,2	06:26	03.05.2010
1016,6	20,6	51	18,1	64	11,2	18,1	0,0	E	8,2	09:26	03.05.2010
1016,8	21,0	53	24,1	47	12,1	24,1	2,5	ESE	8,2	12:26	03.05.2010
1016,1	21,9	51	26,3	37	10,4	26,3	5,0	SW	8,2	15:26	03.05.2010
1015,0	22,2	51	25,4	31	7,0	25,4	3,6	SSE	8,2	18:26	03.05.2010
1015,2	22,3	50	20,9	43	7,8	20,9	0,0	WSW	8,2	21:26	03.05.2010
1016,0	21,9	51	16,9	60	9,1	16,9	0,0	NNE	8,2	00:26	04.05.2010
1015,6	21,4	51	14,1	63	7,1	14,1	0,0	NNE	8,2	03:26	04.05.2010
1015,1	20,7	50	12,5	67	6,5	12,5	0,0	NNW	8,2	06:26	04.05.2010
1016,4	20,1	51	16,7	67	10,5	16,7	0,0	ESE	8,2	09:26	04.05.2010
1016,6	20,0	52	25,8	38	10,4	25,8	6,1	E	8,2	12:26	04.05.2010
1016,8	20,8	53	26,3	44	13,1	26,3	2,8	SSE	8,2	15:26	04.05.2010
1016,4	21,7	54	28,5	40	13,6	28,1	8,2	NW	8,2	18:26	04.05.2010
1016,6	22,1	53	21,3	52	11,0	21,3	0,0	WNW	8,2	21:26	04.05.2010
1017,1	21,8	53	17,2	65	10,5	17,2	0,0	NNE	8,2	00:26	05.05.2010
1016,2	21,3	52	15,0	65	8,4	15,0	0,0	NNE	8,2	03:26	05.05.2010
1016,2	20,8	52	14,2	58	6,0	14,2	0,0	NNE	8,2	06:26	05.05.2010
1016,7	20,2	52	17,8	55	8,6	17,8	0,0	NNW	8,2	09:26	05.05.2010
1016,4	20,1	53	26,1	36	9,8	26,1	2,1	SSE	8,2	12:26	05.05.2010
1015,7	20,8	54	25,5	42	11,6	25,5	2,5	SE	8,2	15:26	05.05.2010
1014,6	21,5	54	26,8	40	12,1	26,8	0,0	W	8,2	18:26	05.05.2010
1014,6	21,8	53	22,7	47	10,8	22,7	0,0	N	8,2	21:26	05.05.2010
1014,7	21,8	53	19,3	54	9,7	19,3	0,0	WNW	8,2	00:26	06.05.2010
1013,2	21,5	53	18,1	57	9,4	18,1	0,0	N	8,2	03:26	06.05.2010
1013,1	21,2	53	15,9	61	8,4	15,9	0,0	N	8,2	06:26	06.05.2010
1013,0	20,8	53	19,8	57	11,0	19,8	0,0	NE	8,2	09:26	06.05.2010
1013,0	21,2	53	26,8	41	12,4	26,8	2,1	NE	8,2	12:26	06.05.2010
1011,4	23,3	50	30,0	33	12,0	30,0	3,6	NNE	8,2	15:26	06.05.2010
1009,4	24,0	40	29,4	23	6,1	29,4	0,0	ESE	8,2	18:26	06.05.2010
1009,6	23,8	45	22,2	41	8,3	22,2	1,0	W	8,2	21:26	06.05.2010
1010,1	23,5	48	18,6	54	9,1	18,6	2,1	NNW	8,2	00:26	07.05.2010
1009,0	23,1	49	16,5	64	9,6	16,5	0,0	NNW	8,2	03:26	07.05.2010
1008,5	22,6	51	15,9	67	9,8	15,9	0,0	N	8,2	06:26	07.05.2010
1009,4	22,2	53	19,9	66	13,3	19,9	0,0	SSE	8,2	09:26	07.05.2010
1010,4	22,0	53	24,9	48	13,1	24,9	0,0	WSW	8,2	12:26	07.05.2010
1010,2	23,2	46	27,9	31	9,2	27,9	3,2	ESE	8,2	15:26	07.05.2010
1009,9	23,8	50	24,1	56	14,8	24,1	0,0	NE	8,2	18:26	07.05.2010
1011,2	23,8	52	19,9	60	11,9	19,9	3,6	SW	8,2	21:26	07.05.2010
1012,2	23,4	52	17,4	63	10,3	17,4	0,0	NNW	8,2	00:26	08.05.2010
1011,8	22,8	53	17,0	62	9,6	17,0	1,8	NNW	8,2	03:26	08.05.2010
1011,9	22,2	53	14,9	65	8,3	14,9	0,0	NNE	8,2	06:26	08.05.2010
1012,5	21,8	53	19,1	60	11,1	19,1	0,0	ESE	8,2	09:26	08.05.2010
1012,9	21,6	54	25,6	40	11,0	25,6	0,0	ENE	8,2	12:26	08.05.2010
1013,4	22,1	54	29,1	34	11,6	29,1	0,0	SSE	8,2	15:26	08.05.2010
1011,3	22,6	54	25,9	43	12,3	25,9	0,0	NNE	8,2	18:26	08.05.2010
1009,9	22,8	54	22,5	48	10,9	22,5	0,0	NNE	8,2	21:26	08.05.2010
1009,4	22,6	54	18,9	53	9,1	18,9	0,0	NNE	8,2	00:26	09.05.2010
1007,6	22,3	53	17,0	58	8,6	17,0	2,1	NNW	8,2	03:26	09.05.2010
1007,8	21,8	53	15,8	62	8,5	15,8	0,0	N	8,2	06:26	09.05.2010
1009,1	21,4	54	19,3	62	11,8	19,3	0,0	SE	8,2	09:26	09.05.2010
1009,5	21,4	54	26,8	48	14,9	26,8	3,9	N	8,2	12:26	09.05.2010
1009,3	22,0	55	25,9	47	13,7	25,9	2,8	SSE	8,2	15:26	09.05.2010
1008,9	22,8	55	28,8	38	13,1	28,5	7,9	ENE	8,2	18:26	09.05.2010
1010,7	23,2	55	21,3	64	14,2	21,3	0,0	WSW	8,2	21:26	09.05.2010
1011,8	23,0	55	18,4	66	11,9	18,4	0,0	NW	8,2	00:26	10.05.2010
1011,6	22,5	54	17,8	68	11,8	17,8	2,8	W	8,2	03:26	10.05.2010
1011,7	22,1	54	15,5	69	9,8	15,5	0,0	NNE	8,2	06:26	10.05.2010
1013,3	21,6	55	19,4	68	13,3	19,4	1,4	NW	8,2	09:26	10.05.2010
1013,5	22,2	50	26,9	39	11,8	26,9	5,0	SSE	8,2	12:26	10.05.2010
1013,0	23,6	49	27,4	38	11,8	27,4	3,6	ENE	8,2	15:26	10.05.2010
1012,2	24,4	45	28,0	31	9,3	28,0	0,0	ENE	8,2	18:26	10.05.2010
1013,1	24,2	47	23,3	43	10,0	23,3	0,0	NNE	8,2	21:26	10.05.2010
1014,0	23,8	48	19,0	53	9,2	19,0	0,0	NNE	8,2	00:26	11.05.2010
1013,4	23,2	49	16,4	57	7,8	16,4	0,0	N	8,2	03:26	11.05.2010
1013,5	22,6	49	15,6	61	8,1	15,6	0,0	NW	8,2	06:26	11.05.2010
1014,4	22,2	50	19,8	63	12,5	19,8	0,0	W	8,2	09:26	11.05.2010
1014,3	22,0	51	27,3	40	12,5	27,3	0,0	E	8,2	12:26	11.05.2010
1014,3	22,8	52	28,2	35	11,3	28,2	5,4	S	8,2	15:26	11.05.2010
1013,0	23,6	52	30,9	35	13,6	30,9	1,8	WNW	8,2	18:26	11.05.2010
1013,6	24,0	51	24,4	37	8,7	22,7	14,0	WNW	8,2	21:26	11.05.2010
1014,6	23,9	51	19,5	56	10,5	19,5	0,0	NNE	8,2	00:26	12.05.2010
1013,5	23,4	51	17,4	61	9,8	17,4	0,0	NNE	8,2	03:26	12.05.2010
1013,1	22,8	51	16,4	60	8,6	16,4	1,8	NE	8,2	06:26	12.05.2010
1014,2	22,4	51	19,8	54	10,2	19,8	0,0	ESE	8,2	09:26	12.05.2010
1014,4	22,3	52	28,3	36	11,8	28,3	2,5	SSE	8,2	12:26	12.05.2010
1013,8	23,1	52	29,6	29	9,7	29,6	3,6	SSE	8,2	15:26	12.05.2010
1012,2	23,8	51	30,3	24	7,5	30,3	5,7	SSE	8,2	18:26	12.05.2010
1012,3	24,2	50	25,3	32	7,4	25,3	0,0	NNW	8,2	21:26	12.05.2010
1012,6	24,1	50	20,4	47	8,7	20,4	0,0	NNW	8,2	00:26	13.05.2010
1011,4	23,7	50	18,4	53	8,6	18,4	0,0	NNW	8,2	03:26	13.05.2010
1011,0	23,2	50	17,3	60	9,4	17,3	0,0	NNW	8,2	06:26	13.05.2010
1011,8	22,8	51	21,6	62	14,0	21,6	0,0	SW	8,2	09:26	13.05.2010
1012,8	22,7	50	25,3	36	9,1	24,9	7,2	SE	8,2	12:26	13.05.2010
1010,9	23,5	46	26,1	35	9,4	26,1	6,4	SE	8,2	15:26	13.05.2010
1008,8	24,7	44	28,2	31	9,5	28,2	3,2	ESE	8,2	18:26	13.05.2010
1009,0	24,7	46	24,3	44	11,2	24,3	2,8	SSE	8,2	21:26	13.05.2010
1009,5	24,6	49	20,4	58	11,8	20,4	0,0	N	8,2	00:26	14.05.2010
1009,9	24,4	50	19,6	70	14,0	19,6	0,0	NNW	8,2	03:26	14.05.2010
1011,3	24,1	52	19,1	69	13,3	19,1	0,0	NNW	8,2	06:26	14.05.2010
1013,4	23,9	52	21,6	66	15,0	21,6	0,0	N	8,2	09:26	14.05.2010
1013,2	24,1	50	28,5	41	14,0	28,5	2,8	W	8,2	12:26	14.05.2010
1012,8	26,1	41	30,9	31	11,8	30,9	3,6	S	8,2	15:26	14.05.2010
1013,0	26,6	47	27,3	43	13,6	27,3	4,3	SSE	8,2	18:26	14.05.2010
1012,5	26,2	44	24,1	42	10,4	24,1	3,9	E	8,2	21:26	14.05.2010
1014,4	26,0	49	22,7	57	13,7	22,7	0,0	W	8,2	00:26	15.05.2010
1012,6	25,8	50	22,1	64	14,9	22,1	2,1	SSE	8,2	03:26	15.05.2010
1014,0	25,9	51	20,9	77	16,7	20,9	0,0	ENE	9,3	06:26	15.05.2010
1011,1	25,5	53	21,4	71	15,9	21,4	0,0	ENE	9,3	09:26	15.05.2010
1011,8	25,1	56	22,9	73	17,8	22,9	0,0	SSE	9,8	12:26	15.05.2010
1008,5	25,0	56	24,6	59	16,0	24,6	2,1	SE	9,8	15:26	15.05.2010
1007,0	24,8	56	23,7	63	16,2	23,7	4,3	SSE	9,8	18:26	15.05.2010
1007,1	24,7	57	21,4	74	16,5	21,4	3,2	SSE	9,8	21:26	15.05.2010
1008,7	24,6	57	19,7	60	11,7	19,7	2,5	NNE	9,8	00:26	16.05.2010
1010,6	24,3	56	18,8	61	11,1	18,8	0,0	N	9,8	03:26	16.05.2010
1011,4	23,9	57	17,2	68	11,2	17,2	0,0	SSE	9,8	06:26	16.05.2010
1012,6	23,4	55	20,1	61	12,3	20,1	0,0	W	9,8	09:26	16.05.2010
1013,9	22,8	50	22,9	43	9,6	22,9	4,6	W	9,8	12:26	16.05.2010
1013,9	22,9	50	23,2	48	11,6	22,7	7,2	ENE	9,8	15:26	16.05.2010
1012,7	23,4	50	24,6	43	11,2	23,3	11,5	SE	9,8	18:26	16.05.2010
1015,3	28,7	40	34,1	30	14,1	34,1	12,2	WNW	12,4	15:25	11.06.2010
1013,8	30,3	36	34,1	28	13,0	34,1	0,0	NE	12,4	18:25	11.06.2010
1013,9	29,2	36	28,6	33	10,7	28,6	0,0	NE	12,4	21:25	11.06.2010
1014,5	28,2	36	26,8	37	10,9	26,8	3,9	ESE	12,4	00:25	12.06.2010
1013,9	26,6	47	22,4	56	13,2	22,4	2,1	WNW	12,4	03:25	12.06.2010
1012,9	25,5	46	21,3	56	12,1	21,3	0,0	WNW	12,4	06:25	12.06.2010
1013,9	25,8	45	26,0	47	13,8	26,0	3,2	WSW	12,4	09:25	12.06.2010
1014,3	28,7	40	32,4	33	14,1	32,4	0,0	W	12,4	12:25	12.06.2010
1014,0	31,1	33	33,6	27	12,0	33,6	2,1	S	12,4	15:25	12.06.2010
1013,3	30,7	33	31,9	29	11,6	31,9	5,0	SW	12,4	18:25	12.06.2010
1013,5	28,8	40	27,7	41	13,2	27,7	1,8	SSE	12,4	21:25	12.06.2010
1014,3	27,8	43	25,5	45	12,7	25,5	0,0	N	12,4	00:25	13.06.2010
1013,8	27,2	41	24,1	46	11,7	24,1	0,0	NE	12,4	03:25	13.06.2010
1013,1	26,4	47	22,9	54	13,1	22,9	0,0	NNE	12,4	06:25	13.06.2010
1014,2	26,9	48	26,9	50	15,6	26,9	0,0	SSE	12,4	09:25	13.06.2010
1014,9	29,6	46	32,6	40	17,2	32,6	0,0	NNE	12,4	12:25	13.06.2010
1014,6	31,1	40	34,6	32	15,5	34,6	3,2	SSW	12,4	15:25	13.06.2010
1014,0	31,6	35	34,8	28	13,6	34,8	6,8	SSW	12,4	18:25	13.06.2010
1015,1	30,3	42	29,6	42	15,3	29,6	6,1	W	12,4	21:25	13.06.2010
1015,9	28,7	42	26,1	44	12,9	26,1	0,0	NNE	12,4	00:25	14.06.2010
1015,5	27,6	41	24,1	47	12,1	24,1	1,4	WNW	12,4	03:25	14.06.2010
1014,9	27,3	42	23,9	50	12,8	23,9	0,0	N	12,4	06:25	14.06.2010
1015,8	27,6	45	27,8	46	15,1	27,8	1,8	SSW	12,4	09:25	14.06.2010
1016,7	30,0	43	32,6	37	16,0	32,6	4,6	SSW	12,4	12:25	14.06.2010
1016,5	31,6	40	35,2	31	15,5	35,2	1,8	S	12,4	15:25	14.06.2010
